,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Card_Category,Income_Category,Credit_Limit
1687,779686683,Existing Customer,26,F,Post-Graduate,Single,Blue,Less than $40K,2902.0
1688,711226758,Existing Customer,51,F,College,Divorced,Blue,Less than $40K,4002.0
1689,713241033,Existing Customer,34,M,Graduate,Married,Blue,$60K - $80K,5175.0
1690,788754108,Existing Customer,65,F,Unknown,Single,Blue,$40K - $60K,4599.0
1691,717013383,Existing Customer,52,M,High School,Married,Blue,$80K - $120K,31258.0
1692,712634133,Existing Customer,54,F,Graduate,Married,Blue,Less than $40K,2683.0
1693,709537683,Attrited Customer,37,M,College,Married,Blue,$80K - $120K,11638.0
1694,778627983,Existing Customer,40,F,Graduate,Married,Blue,Unknown,1829.0
1695,720241758,Existing Customer,55,M,Doctorate,Married,Blue,$80K - $120K,8276.0
1696,720814233,Existing Customer,45,M,High School,Unknown,Blue,$80K - $120K,23539.0
1697,785080308,Existing Customer,37,F,High School,Married,Blue,Less than $40K,2352.0
1698,713358633,Existing Customer,30,M,Graduate,Single,Blue,$60K - $80K,11371.0
1699,720392433,Existing Customer,55,F,Unknown,Married,Blue,Less than $40K,2857.0
1700,720282558,Existing Customer,36,M,Graduate,Single,Silver,$80K - $120K,34516.0
1701,821370858,Existing Customer,39,M,Graduate,Married,Blue,$40K - $60K,6690.0
1702,799249833,Existing Customer,34,M,Graduate,Single,Blue,Less than $40K,4439.0
1703,713016633,Existing Customer,47,M,High School,Single,Blue,$60K - $80K,5344.0
1704,814471983,Existing Customer,42,M,High School,Divorced,Blue,$80K - $120K,27310.0
1705,779612808,Existing Customer,61,M,Graduate,Married,Blue,$40K - $60K,2531.0
1706,716692683,Existing Customer,31,M,College,Single,Blue,$40K - $60K,9096.0
1707,790145733,Attrited Customer,40,M,College,Single,Silver,$80K - $120K,34516.0
1708,716038533,Existing Customer,42,F,Graduate,Unknown,Blue,Less than $40K,7169.0
1709,714421233,Existing Customer,54,F,Graduate,Married,Blue,Less than $40K,5399.0
1710,709783908,Existing Customer,52,F,Unknown,Married,Blue,Less than $40K,2280.0
1711,812788233,Existing Customer,31,F,Graduate,Married,Blue,Less than $40K,6315.0
1712,772452783,Existing Customer,43,M,Unknown,Married,Blue,$40K - $60K,4402.0
1713,714002658,Existing Customer,49,M,Unknown,Married,Blue,$120K +,27732.0
1714,713464983,Existing Customer,45,F,Graduate,Unknown,Blue,$40K - $60K,4947.0
1715,713910108,Existing Customer,38,M,Graduate,Married,Blue,$80K - $120K,3946.0
1716,808169358,Existing Customer,57,M,Uneducated,Single,Blue,$40K - $60K,12291.0
1717,714013083,Existing Customer,63,F,Graduate,Married,Blue,$40K - $60K,3067.0
1718,715381533,Existing Customer,42,F,Post-Graduate,Single,Blue,Less than $40K,1438.3
1719,717678408,Existing Customer,61,F,Doctorate,Married,Blue,$40K - $60K,8633.0
1720,719143308,Existing Customer,37,M,Unknown,Single,Blue,$40K - $60K,2394.0
1721,711509658,Attrited Customer,61,M,Graduate,Married,Blue,$120K +,11374.0
1722,757481283,Existing Customer,35,M,College,Married,Blue,$60K - $80K,6921.0
1723,808681158,Existing Customer,57,M,Graduate,Married,Blue,$80K - $120K,2564.0
1724,718867683,Existing Customer,64,M,Unknown,Married,Blue,Less than $40K,2720.0
1725,714618333,Existing Customer,39,F,Doctorate,Married,Blue,Unknown,9843.0
1726,794562783,Existing Customer,28,F,Unknown,Single,Blue,Unknown,21691.0
1727,708208758,Existing Customer,53,M,Graduate,Single,Blue,$80K - $120K,1826.0
1728,794504658,Existing Customer,39,M,Unknown,Married,Blue,$60K - $80K,5746.0
1729,714772758,Existing Customer,35,F,Graduate,Married,Blue,Less than $40K,2926.0
1730,713830233,Existing Customer,47,F,High School,Married,Blue,$40K - $60K,7061.0
1731,713577483,Existing Customer,47,M,Unknown,Married,Blue,$80K - $120K,5589.0
1732,814513008,Existing Customer,38,M,Graduate,Married,Blue,$80K - $120K,9620.0
1733,712765158,Existing Customer,26,F,High School,Single,Blue,Less than $40K,2539.0
1734,714411108,Existing Customer,37,F,Graduate,Single,Blue,Unknown,3642.0
1735,720231108,Existing Customer,57,M,Graduate,Single,Blue,Less than $40K,3451.0
1736,709035708,Existing Customer,38,F,Unknown,Married,Blue,Less than $40K,1841.0
1737,720662508,Existing Customer,39,M,Graduate,Married,Blue,$120K +,5764.0
1738,708623283,Existing Customer,35,M,Uneducated,Single,Blue,$60K - $80K,18278.0
1739,813247083,Existing Customer,38,M,Graduate,Married,Blue,$80K - $120K,16059.0
1740,780078333,Existing Customer,56,M,Unknown,Married,Blue,$60K - $80K,5887.0
1741,811915383,Existing Customer,36,M,Uneducated,Married,Blue,$40K - $60K,3152.0
1742,719818983,Attrited Customer,39,M,College,Divorced,Blue,$80K - $120K,12464.0
1743,716349183,Existing Customer,58,F,Uneducated,Married,Blue,Unknown,4784.0
1744,710067183,Existing Customer,28,M,High School,Single,Blue,Less than $40K,1950.0
1745,771234558,Existing Customer,65,F,Graduate,Single,Blue,Less than $40K,7478.0
1746,820288233,Existing Customer,26,F,Uneducated,Single,Blue,Less than $40K,1438.3
1747,717511533,Existing Customer,28,M,Graduate,Single,Blue,Less than $40K,1707.0
1748,711642108,Existing Customer,30,F,Uneducated,Married,Blue,Unknown,4016.0
1749,712495233,Existing Customer,31,F,Uneducated,Married,Blue,Less than $40K,2370.0
1750,718484283,Existing Customer,57,M,Post-Graduate,Married,Blue,$60K - $80K,3478.0
1751,717413658,Existing Customer,43,M,High School,Married,Blue,$40K - $60K,1539.0
1752,804668658,Attrited Customer,26,F,Uneducated,Single,Blue,Less than $40K,1438.3
1753,715934283,Existing Customer,39,F,High School,Single,Blue,$40K - $60K,3142.0
1754,717499083,Existing Customer,35,M,Unknown,Single,Blue,$60K - $80K,17236.0
1755,715279683,Existing Customer,52,F,Uneducated,Married,Blue,$40K - $60K,1438.3
1756,718971333,Existing Customer,33,M,Graduate,Single,Blue,$80K - $120K,13206.0
1757,709219533,Existing Customer,53,M,High School,Married,Blue,$60K - $80K,2480.0
1758,709150608,Existing Customer,30,F,Unknown,Married,Blue,Less than $40K,2898.0
1759,788259558,Existing Customer,59,M,Unknown,Married,Blue,Less than $40K,1570.0
1760,802464033,Existing Customer,65,F,Graduate,Married,Blue,Less than $40K,4460.0
1761,712757808,Existing Customer,33,F,Uneducated,Married,Blue,Less than $40K,1544.0
1762,714457083,Existing Customer,52,F,High School,Married,Blue,Unknown,3456.0
1763,713413758,Existing Customer,26,F,College,Single,Blue,Unknown,2751.0
1764,708741633,Existing Customer,52,M,High School,Married,Blue,$60K - $80K,4153.0
1765,714043833,Existing Customer,37,F,Graduate,Single,Blue,Less than $40K,3685.0
1766,789577833,Existing Customer,56,M,Graduate,Married,Blue,$120K +,8902.0
1767,787570758,Existing Customer,35,M,Uneducated,Married,Blue,$120K +,2944.0
1768,720371733,Existing Customer,58,F,Graduate,Married,Blue,Less than $40K,2232.0
1769,819117183,Existing Customer,34,F,Unknown,Married,Blue,$40K - $60K,1569.0
1770,711776433,Existing Customer,37,M,Uneducated,Single,Blue,$80K - $120K,23622.0
1771,709583133,Existing Customer,53,M,Uneducated,Married,Blue,$40K - $60K,3326.0
1772,719521983,Existing Customer,38,M,Uneducated,Married,Blue,$40K - $60K,6116.0
1773,718415133,Existing Customer,38,M,Uneducated,Married,Blue,$80K - $120K,11352.0
1774,710594358,Existing Customer,28,F,Unknown,Single,Silver,Less than $40K,14910.0
1775,709730508,Existing Customer,39,F,High School,Single,Blue,Unknown,17531.0
1776,720462633,Existing Customer,43,F,Uneducated,Single,Blue,Less than $40K,4138.0
1777,715005558,Existing Customer,36,M,College,Single,Blue,$80K - $120K,8374.0
1778,779993208,Existing Customer,38,F,Uneducated,Married,Blue,Less than $40K,7049.0
1779,787543008,Existing Customer,37,M,Graduate,Single,Blue,$40K - $60K,3851.0
1780,743265108,Existing Customer,37,M,College,Single,Blue,$60K - $80K,15936.0
1781,713770383,Existing Customer,29,F,Uneducated,Divorced,Blue,Less than $40K,2926.0
1782,712392108,Existing Customer,51,M,High School,Married,Blue,$60K - $80K,10305.0
1783,720145683,Existing Customer,54,M,College,Married,Blue,$60K - $80K,2987.0
1784,714832383,Existing Customer,35,M,High School,Single,Gold,$80K - $120K,34516.0
1785,772706283,Existing Customer,38,F,College,Married,Blue,$40K - $60K,6275.0
1786,795920358,Existing Customer,33,F,High School,Married,Blue,Less than $40K,7185.0
1787,716277558,Existing Customer,45,F,Uneducated,Single,Blue,Less than $40K,3281.0
1788,764776833,Existing Customer,61,M,Graduate,Married,Blue,$40K - $60K,3077.0
1789,710795883,Existing Customer,33,F,Uneducated,Married,Blue,Less than $40K,2042.0
1790,710428308,Existing Customer,55,M,High School,Single,Blue,$60K - $80K,2001.0
1791,721096983,Existing Customer,34,F,Graduate,Single,Blue,Less than $40K,3625.0
1792,715760733,Existing Customer,58,M,High School,Married,Blue,$40K - $60K,7803.0
1793,718227033,Existing Customer,38,F,Graduate,Married,Blue,Less than $40K,5951.0
1794,720610008,Attrited Customer,59,M,College,Married,Blue,$120K +,15796.0
1795,719517258,Existing Customer,57,M,Unknown,Single,Blue,$80K - $120K,7558.0
1796,714111333,Existing Customer,55,M,High School,Married,Blue,$60K - $80K,5381.0
1797,717551358,Existing Customer,63,M,Graduate,Married,Blue,$60K - $80K,3556.0
1798,813573333,Existing Customer,60,M,High School,Married,Blue,Less than $40K,2661.0
1799,711709683,Existing Customer,53,F,Uneducated,Married,Blue,Less than $40K,3506.0
1800,712902483,Existing Customer,35,M,High School,Married,Blue,$60K - $80K,2066.0
1801,710893533,Existing Customer,53,M,Unknown,Married,Blue,$120K +,8329.0
1802,719883858,Existing Customer,58,M,Graduate,Married,Blue,Less than $40K,2774.0
1803,719628033,Existing Customer,33,F,Post-Graduate,Married,Blue,Unknown,4134.0
1804,712043433,Existing Customer,53,M,Graduate,Married,Blue,$80K - $120K,11329.0
1805,769095558,Existing Customer,59,M,Doctorate,Single,Blue,$60K - $80K,9055.0
1806,816094233,Existing Customer,37,M,High School,Married,Blue,$120K +,17393.0
1807,758417508,Existing Customer,50,F,High School,Divorced,Blue,Less than $40K,5908.0
1808,721234308,Existing Customer,35,F,Uneducated,Married,Blue,Less than $40K,5825.0
1809,717138558,Existing Customer,28,M,Post-Graduate,Married,Blue,$40K - $60K,3665.0
1810,798120858,Existing Customer,37,M,Uneducated,Married,Blue,$80K - $120K,3797.0
1811,709997958,Existing Customer,39,M,Graduate,Married,Blue,$40K - $60K,3478.0
1812,712617408,Existing Customer,31,M,Post-Graduate,Single,Blue,$40K - $60K,13734.0
1813,720158208,Existing Customer,37,M,Graduate,Married,Blue,$60K - $80K,3034.0
1814,716548083,Existing Customer,39,M,Graduate,Married,Blue,Less than $40K,2973.0
1815,717631008,Existing Customer,38,M,Graduate,Married,Blue,$80K - $120K,24296.0
1816,813964383,Existing Customer,35,M,Graduate,Single,Blue,$40K - $60K,8969.0
1817,719952408,Existing Customer,30,M,Graduate,Married,Blue,Less than $40K,2550.0
1818,771028533,Attrited Customer,48,F,Post-Graduate,Married,Silver,Less than $40K,10357.0
1819,771823308,Existing Customer,33,F,Uneducated,Unknown,Blue,Less than $40K,1475.0
1820,719854008,Existing Customer,47,M,Unknown,Single,Blue,$40K - $60K,5154.0
1821,713998233,Existing Customer,37,F,High School,Single,Blue,Less than $40K,3586.0
1822,714746358,Existing Customer,38,M,Unknown,Married,Blue,$60K - $80K,4646.0
1823,713574708,Existing Customer,39,M,College,Single,Blue,$40K - $60K,1640.0
1824,714753258,Existing Customer,34,M,Unknown,Married,Blue,$60K - $80K,2379.0
1825,712004208,Existing Customer,65,M,Graduate,Single,Blue,Less than $40K,3422.0
1826,719621958,Existing Customer,43,M,Graduate,Unknown,Blue,$60K - $80K,4365.0
1827,819610908,Attrited Customer,38,M,Uneducated,Single,Blue,$80K - $120K,32938.0
1828,823948308,Existing Customer,48,M,Post-Graduate,Unknown,Blue,$40K - $60K,6710.0
1829,712064358,Existing Customer,38,M,Graduate,Married,Blue,$60K - $80K,2507.0
1830,816013383,Attrited Customer,65,F,Graduate,Divorced,Blue,Less than $40K,6184.0
1831,758765808,Existing Customer,36,F,Unknown,Married,Blue,Less than $40K,2029.0
1832,780881358,Existing Customer,35,M,Graduate,Single,Silver,$40K - $60K,16659.0
1833,709422183,Existing Customer,58,F,Graduate,Married,Blue,Less than $40K,2203.0
1834,779951058,Existing Customer,54,F,High School,Married,Blue,Unknown,5122.0
1835,809941233,Existing Customer,53,M,Graduate,Married,Blue,$80K - $120K,3074.0
1836,710844408,Existing Customer,38,M,Post-Graduate,Married,Blue,$60K - $80K,2584.0
1837,819002508,Existing Customer,31,M,Unknown,Single,Blue,$40K - $60K,2037.0
1838,807141183,Existing Customer,34,M,Graduate,Married,Blue,$120K +,14938.0
1839,711119358,Existing Customer,38,M,Unknown,Married,Blue,$60K - $80K,2014.0
1840,808273533,Attrited Customer,39,M,High School,Single,Blue,$60K - $80K,1818.0
1841,716297658,Existing Customer,37,M,Graduate,Single,Blue,$80K - $120K,14926.0
1842,716532258,Existing Customer,51,F,High School,Single,Blue,Less than $40K,2827.0
1843,720540708,Existing Customer,53,F,Uneducated,Married,Blue,Less than $40K,2773.0
1844,720904233,Existing Customer,53,M,Graduate,Married,Blue,$80K - $120K,16033.0
1845,720863133,Existing Customer,65,M,Graduate,Married,Blue,Less than $40K,3213.0
1846,714957108,Existing Customer,33,F,High School,Divorced,Blue,Less than $40K,3616.0
1847,790102008,Existing Customer,37,M,Doctorate,Single,Blue,$60K - $80K,5924.0
1848,781933983,Existing Customer,47,M,Graduate,Married,Blue,$40K - $60K,14535.0
1849,712643358,Existing Customer,59,F,High School,Married,Blue,Less than $40K,2833.0
1850,716686158,Existing Customer,59,F,Post-Graduate,Married,Blue,Less than $40K,1479.0
1851,806894133,Existing Customer,34,F,Post-Graduate,Single,Blue,Unknown,1617.0
1852,721344858,Existing Customer,26,M,Uneducated,Single,Blue,Less than $40K,2237.0
1853,813230208,Existing Customer,45,M,College,Single,Blue,$120K +,2900.0
1854,716835033,Existing Customer,54,F,Graduate,Married,Blue,Unknown,13126.0
1855,787500333,Existing Customer,52,M,Post-Graduate,Single,Blue,$80K - $120K,8695.0
1856,768582033,Existing Customer,47,M,High School,Married,Blue,$40K - $60K,6692.0
1857,713992158,Existing Customer,57,F,Unknown,Married,Blue,Less than $40K,2159.0
1858,719916408,Existing Customer,34,M,Graduate,Married,Blue,$60K - $80K,2501.0
1859,789433758,Existing Customer,36,M,College,Married,Blue,$80K - $120K,6338.0
1860,785011383,Attrited Customer,36,F,Uneducated,Divorced,Blue,$40K - $60K,2190.0
1861,719283633,Existing Customer,57,F,Uneducated,Married,Blue,$40K - $60K,7578.0
1862,710816358,Existing Customer,29,M,Post-Graduate,Married,Blue,Less than $40K,2963.0
1863,779653458,Existing Customer,37,M,Graduate,Married,Blue,$80K - $120K,8260.0
1864,716382708,Attrited Customer,46,F,Graduate,Single,Blue,Less than $40K,8309.0
1865,710387583,Existing Customer,55,M,High School,Married,Blue,$80K - $120K,3864.0
1866,718772133,Existing Customer,56,M,Graduate,Married,Blue,$80K - $120K,10230.0
1867,711224733,Attrited Customer,32,M,High School,Married,Blue,$120K +,22382.0
1868,718360083,Existing Customer,39,M,Uneducated,Married,Blue,$120K +,25790.0
1869,716102583,Existing Customer,63,F,Graduate,Married,Blue,Less than $40K,2675.0
1870,720673008,Existing Customer,49,F,Unknown,Divorced,Blue,Less than $40K,1652.0
1871,708459633,Existing Customer,38,M,High School,Married,Blue,$60K - $80K,5815.0
1872,712868733,Existing Customer,60,M,Uneducated,Married,Blue,Less than $40K,2595.0
1873,713790708,Existing Customer,38,M,Uneducated,Married,Blue,$60K - $80K,3421.0
1874,717648783,Existing Customer,63,M,High School,Married,Blue,$80K - $120K,6922.0
1875,714709983,Existing Customer,43,F,College,Married,Blue,Less than $40K,6979.0
1876,819409608,Existing Customer,39,F,Graduate,Married,Blue,Less than $40K,2594.0
1877,717585858,Existing Customer,35,F,High School,Single,Blue,Unknown,16915.0
1878,791856033,Attrited Customer,45,M,College,Divorced,Blue,$80K - $120K,34516.0
1879,714474483,Existing Customer,35,F,Graduate,Married,Blue,$40K - $60K,2523.0
1880,716448783,Attrited Customer,48,F,Graduate,Married,Blue,$40K - $60K,6235.0
1881,711065133,Existing Customer,26,M,High School,Single,Blue,$40K - $60K,1473.0
1882,713769258,Existing Customer,36,M,College,Married,Blue,$120K +,17116.0
1883,712288158,Existing Customer,37,M,College,Married,Blue,$80K - $120K,4631.0
1884,714130233,Existing Customer,39,M,Unknown,Married,Blue,$60K - $80K,3047.0
1885,789127533,Existing Customer,49,M,High School,Divorced,Blue,$80K - $120K,32338.0
1886,717038733,Existing Customer,56,M,Uneducated,Married,Blue,$60K - $80K,2253.0
1887,804840033,Existing Customer,45,M,College,Married,Blue,$60K - $80K,16611.0
1888,709363383,Existing Customer,34,M,High School,Single,Blue,Unknown,22886.0
1889,789760233,Existing Customer,29,M,Unknown,Divorced,Blue,$80K - $120K,3544.0
1890,712058958,Existing Customer,28,M,High School,Single,Blue,Less than $40K,3480.0
1891,708295533,Existing Customer,65,F,Post-Graduate,Married,Blue,Less than $40K,3549.0
1892,817686633,Existing Customer,26,F,College,Single,Blue,Less than $40K,1438.3
1893,713738883,Existing Customer,57,F,Uneducated,Married,Blue,Less than $40K,3136.0
1894,721310283,Existing Customer,47,M,Graduate,Single,Blue,$120K +,34516.0
1895,803132733,Existing Customer,54,F,Graduate,Married,Blue,Less than $40K,6814.0
1896,779852133,Existing Customer,48,M,Unknown,Married,Silver,$120K +,34516.0
1897,716210283,Existing Customer,36,F,High School,Married,Blue,Unknown,8500.0
1898,711615933,Existing Customer,43,M,Graduate,Married,Blue,$80K - $120K,28170.0
1899,785311158,Existing Customer,54,F,Graduate,Single,Blue,Less than $40K,6610.0
1900,717267108,Existing Customer,37,M,College,Single,Blue,$60K - $80K,15755.0
1901,711636558,Existing Customer,33,M,Graduate,Married,Blue,$80K - $120K,2711.0
1902,717504258,Existing Customer,38,M,College,Married,Blue,$40K - $60K,3735.0
1903,718242333,Existing Customer,36,M,Graduate,Single,Blue,$80K - $120K,10216.0
1904,771844458,Existing Customer,40,F,Graduate,Married,Blue,Unknown,20420.0
1905,708892833,Attrited Customer,37,M,Graduate,Married,Blue,$120K +,13662.0
1906,779465358,Existing Customer,26,F,High School,Single,Blue,Unknown,3038.0
1907,720191883,Existing Customer,45,M,High School,Single,Blue,$60K - $80K,7050.0
1908,710934033,Existing Customer,26,M,High School,Single,Blue,Less than $40K,1775.0
1909,714473658,Existing Customer,42,M,Graduate,Single,Blue,$40K - $60K,8960.0
1910,716569983,Existing Customer,33,M,College,Married,Blue,$80K - $120K,2355.0
1911,789833583,Existing Customer,57,F,High School,Married,Blue,$40K - $60K,6803.0
1912,818923158,Existing Customer,55,M,Graduate,Married,Blue,$60K - $80K,2145.0
1913,716596308,Existing Customer,40,M,Uneducated,Single,Blue,$80K - $120K,3919.0
1914,716620458,Existing Customer,32,M,High School,Single,Blue,Less than $40K,4500.0
1915,710251608,Existing Customer,62,F,High School,Married,Blue,Less than $40K,2941.0
1916,710633808,Existing Customer,26,M,Graduate,Single,Blue,$60K - $80K,7102.0
1917,719318583,Attrited Customer,37,M,High School,Married,Blue,Less than $40K,6866.0
1918,819202533,Existing Customer,57,M,Doctorate,Married,Blue,$80K - $120K,10378.0
1919,827360883,Existing Customer,47,F,High School,Married,Blue,Unknown,13473.0
1920,771196083,Existing Customer,47,M,Graduate,Married,Blue,$80K - $120K,18178.0
1921,809962908,Existing Customer,48,F,Graduate,Single,Blue,Unknown,8171.0
1922,788965683,Existing Customer,49,F,Uneducated,Married,Blue,Less than $40K,1438.3
1923,817142433,Existing Customer,35,M,Graduate,Married,Blue,$80K - $120K,8082.0
1924,716993058,Existing Customer,57,M,Unknown,Divorced,Blue,$60K - $80K,24589.0
1925,771040758,Existing Customer,62,F,Graduate,Single,Silver,Unknown,30310.0
1926,713309583,Existing Customer,55,F,College,Married,Blue,Less than $40K,2967.0
1927,710273658,Existing Customer,36,M,Graduate,Married,Blue,$60K - $80K,3092.0
1928,771429408,Existing Customer,54,M,High School,Married,Blue,$80K - $120K,1618.0
1929,719452308,Existing Customer,30,F,Graduate,Married,Blue,Less than $40K,2498.0
1930,818908833,Existing Customer,46,M,Graduate,Married,Blue,$40K - $60K,2564.0
1931,780998133,Existing Customer,43,M,Graduate,Married,Blue,$80K - $120K,10540.0
1932,801726933,Existing Customer,34,M,Graduate,Married,Blue,$120K +,13384.0
1933,788474658,Existing Customer,55,M,Graduate,Married,Blue,$80K - $120K,16208.0
1934,708438033,Existing Customer,36,F,Unknown,Married,Blue,Less than $40K,3049.0
1935,710562258,Existing Customer,44,M,Graduate,Married,Blue,$80K - $120K,19214.0
1936,770764908,Existing Customer,39,M,Unknown,Married,Blue,$60K - $80K,3071.0
1937,814776033,Existing Customer,34,M,Graduate,Single,Blue,$80K - $120K,13395.0
1938,715057383,Existing Customer,40,M,Graduate,Married,Blue,$60K - $80K,17126.0
1939,717970158,Existing Customer,42,M,College,Single,Blue,$60K - $80K,8083.0
1940,715168008,Existing Customer,36,M,Graduate,Divorced,Blue,$40K - $60K,8995.0
1941,720802833,Existing Customer,26,F,High School,Single,Blue,Less than $40K,2404.0
1942,789370383,Existing Customer,42,M,High School,Married,Blue,$40K - $60K,2807.0
1943,711782733,Existing Customer,55,M,Graduate,Married,Blue,$40K - $60K,3097.0
1944,709000008,Existing Customer,45,M,Unknown,Single,Blue,$80K - $120K,10651.0
1945,719381733,Existing Customer,61,M,High School,Single,Blue,$60K - $80K,2175.0
1946,771169458,Existing Customer,41,M,College,Married,Blue,$120K +,28020.0
1947,709974108,Existing Customer,35,F,Graduate,Single,Blue,Less than $40K,2640.0
1948,757024233,Existing Customer,34,M,Graduate,Single,Blue,$120K +,31313.0
1949,768928833,Existing Customer,37,M,High School,Married,Blue,$80K - $120K,7304.0
1950,720504633,Attrited Customer,46,M,Uneducated,Unknown,Blue,$60K - $80K,3254.0
1951,812441358,Existing Customer,26,M,College,Divorced,Blue,$40K - $60K,1438.3
1952,713287608,Existing Customer,54,F,High School,Married,Blue,Less than $40K,3161.0
1953,711357858,Attrited Customer,47,F,Graduate,Single,Blue,Less than $40K,7246.0
1954,715478733,Existing Customer,56,F,Graduate,Married,Blue,Less than $40K,3088.0
1955,780382008,Existing Customer,42,F,Unknown,Single,Silver,Less than $40K,13719.0
1956,715749858,Existing Customer,30,M,Unknown,Married,Blue,$40K - $60K,4726.0
1957,710951808,Existing Customer,32,M,Unknown,Married,Blue,Less than $40K,6100.0
1958,713469333,Existing Customer,40,M,High School,Single,Blue,$80K - $120K,19279.0
1959,719243808,Existing Customer,33,F,Graduate,Married,Blue,Less than $40K,3792.0
1960,772202058,Existing Customer,64,M,Graduate,Married,Blue,Less than $40K,2084.0
1961,711346383,Existing Customer,33,M,High School,Single,Blue,$80K - $120K,34516.0
1962,711405333,Existing Customer,52,M,Post-Graduate,Married,Blue,$80K - $120K,6849.0
1963,778407033,Existing Customer,59,F,Uneducated,Married,Blue,Less than $40K,2417.0
1964,714862083,Existing Customer,41,F,Uneducated,Single,Blue,Unknown,5802.0
1965,711199008,Existing Customer,38,M,Unknown,Married,Blue,$40K - $60K,2919.0
1966,709858533,Existing Customer,29,M,Graduate,Divorced,Blue,Less than $40K,2462.0
1967,718627458,Existing Customer,43,F,Doctorate,Married,Blue,Unknown,1947.0
1968,711816108,Attrited Customer,40,M,High School,Single,Blue,$80K - $120K,18563.0
1969,717105258,Existing Customer,37,F,Graduate,Married,Blue,Less than $40K,3992.0
1970,715822008,Existing Customer,32,M,High School,Married,Blue,Less than $40K,3568.0
1971,714971583,Existing Customer,36,M,Graduate,Single,Blue,$60K - $80K,7776.0
1972,713663508,Attrited Customer,58,M,High School,Unknown,Blue,$40K - $60K,1438.3
1973,709025583,Existing Customer,53,M,High School,Married,Blue,$80K - $120K,9355.0
1974,812809083,Existing Customer,37,F,Unknown,Single,Blue,Unknown,19636.0
1975,714073983,Existing Customer,47,M,Unknown,Single,Blue,$40K - $60K,7327.0
1976,789297558,Existing Customer,36,M,Uneducated,Single,Blue,$120K +,7049.0
1977,710375283,Existing Customer,26,F,Uneducated,Single,Blue,$40K - $60K,2033.0
1978,712189233,Existing Customer,38,F,Graduate,Married,Blue,$40K - $60K,5153.0
1979,713767383,Existing Customer,32,F,High School,Married,Blue,$40K - $60K,2062.0
1980,797414733,Existing Customer,37,F,Graduate,Single,Blue,Less than $40K,2005.0
1981,712452033,Existing Customer,26,M,Unknown,Single,Blue,Less than $40K,2479.0
1982,714151533,Existing Customer,55,F,Graduate,Married,Blue,$40K - $60K,4589.0
1983,720440583,Existing Customer,35,M,Unknown,Married,Blue,$80K - $120K,2263.0
1984,787494783,Existing Customer,58,M,High School,Married,Blue,$60K - $80K,8184.0
1985,819966033,Existing Customer,32,M,Graduate,Single,Blue,Unknown,9238.0
1986,710297133,Existing Customer,47,M,High School,Married,Blue,$80K - $120K,30210.0
1987,793355508,Existing Customer,32,M,Graduate,Single,Blue,Less than $40K,6942.0
1988,708580908,Existing Customer,56,M,High School,Married,Blue,$60K - $80K,14551.0
1989,719826333,Existing Customer,34,F,Doctorate,Single,Blue,Less than $40K,1438.3
1990,780689733,Existing Customer,65,M,Unknown,Single,Blue,Unknown,11332.0
1991,744764433,Existing Customer,55,M,Uneducated,Married,Blue,$120K +,30967.0
1992,714902283,Existing Customer,43,M,High School,Married,Blue,$80K - $120K,7866.0
1993,789309558,Existing Customer,31,M,College,Married,Blue,Less than $40K,2718.0
1994,713188383,Existing Customer,54,F,College,Married,Blue,Less than $40K,3084.0
1995,719506983,Existing Customer,52,M,Graduate,Married,Blue,$80K - $120K,17302.0
1996,714804483,Existing Customer,48,M,College,Divorced,Blue,$40K - $60K,12159.0
1997,748503708,Existing Customer,54,F,High School,Single,Blue,Less than $40K,2797.0
1998,803587533,Existing Customer,33,M,Uneducated,Single,Blue,$60K - $80K,2618.0
1999,789777408,Attrited Customer,26,F,Post-Graduate,Single,Blue,Less than $40K,1442.0
2000,716811483,Existing Customer,30,F,Uneducated,Married,Blue,Less than $40K,2063.0
2001,714118383,Existing Customer,49,F,Graduate,Married,Blue,Less than $40K,8154.0
2002,720532908,Existing Customer,36,F,Unknown,Divorced,Blue,$40K - $60K,9735.0
2003,765055833,Existing Customer,56,M,Unknown,Married,Blue,$80K - $120K,4310.0
2004,715310208,Existing Customer,53,M,Uneducated,Married,Blue,$80K - $120K,11450.0
2005,718577958,Attrited Customer,39,M,Uneducated,Married,Blue,$120K +,8906.0
2006,789167658,Existing Customer,34,M,College,Married,Blue,$60K - $80K,4245.0
2007,789987183,Existing Customer,53,M,College,Married,Blue,$80K - $120K,21953.0
2008,717730533,Existing Customer,32,M,Graduate,Single,Blue,$40K - $60K,1614.0
2009,708668283,Existing Customer,39,M,Graduate,Married,Blue,$80K - $120K,5140.0
2010,772360683,Existing Customer,57,M,High School,Married,Blue,$120K +,31762.0
2011,712500933,Existing Customer,48,F,Graduate,Single,Blue,Unknown,11692.0
2012,804867183,Existing Customer,37,M,Unknown,Married,Blue,$60K - $80K,16043.0
2013,826068183,Existing Customer,36,M,Graduate,Married,Blue,$80K - $120K,15488.0
2014,820044333,Existing Customer,39,M,College,Divorced,Blue,$40K - $60K,2503.0
2015,714211533,Existing Customer,31,M,Graduate,Divorced,Blue,Less than $40K,3312.0
2016,710287533,Existing Customer,31,M,Graduate,Single,Blue,$40K - $60K,6269.0
2017,720603558,Existing Customer,36,M,Graduate,Single,Blue,$60K - $80K,20337.0
